,ISBN,title,series,author,rating,genre,publish_company,format,number_of_pages,publish_month,publish_year,NYT_bestseller,top5,length_of_title,top_authors
190,9780393089745,Helga's Diary: A Young Girl's Account of Life in a Concentration Camp: A Young Girl's Accout of Life in a Concentration Camp,0,Helga Weiss,3.91,non-fiction,W. W. Norton & Company ,ebook,208,April,2013,1.0,0,124,0
191,9780385535731,"Hero of the Empire: The Boer War, a Daring Escape, and the Making of Winston Churchill",0,Candice Millard,4.18,history,Penguin Random House,Hardcover,400,September,2016,1.0,1,86,0
192,9780812989342,Higher Is Waiting,0,Tyler Perry,4.23,non-fiction,Spiegel & Grau ,Hardcover,224,November,2017,1.0,0,17,0
193,9780062652508,Hit Refresh,0,Satya Nadella,3.78,business,Harper Collins,Hardcover,273,November,2017,1.0,1,11,0
194,9781101947135,Homegoing,0,Yaa Gyasi,4.42,historical,Penguin Random House,Hardcover,320,June,2016,1.0,1,9,0
195,9780062354341,House of Spies,1,Daniel Silva,4.32,thriller,Harper Collins,Hardcover,527,July,2017,1.0,1,14,0
196,9781250066114,How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease,0,Michael Greger,4.52,health,Macmillan,Hardcover,576,December,2015,1.0,1,87,0
197,9780425286463,How to Be a Bawse: A Guide to Conquering Life,0,Lilly Singh,4.08,non-fiction,Penguin Random House,Hardcover,315,March,2017,1.0,1,45,0
198,9781615193585,"How to Read Water: Clues and Patterns from Puddles to the Sea: Learn to Gauge Depth, Navigate, Forecast Weather, and Make Other Predictions with Water",0,Tristan Gooley,3.92,non-fiction,The Experiment ,Hardcover,368,August,2016,1.0,0,150,0
199,9780385344982,How to Tie a Scarf: 33 Ways,0,Potter Style,3.7,couture,Potter Style,Hardcover,128,October,2013,1.0,0,27,0
200,9780802127006,Huế 1968: A Turning Point of the American War in Vietnam,0,Mark Bowden,4.39,history,Atlantic Monthly Press,Hardcover,608,June,2017,1.0,0,56,0
201,9780316346962,"Humans, Bow Down",0,James Patterson,3.04,science-fiction,Hachette,Hardcover,373,February,2017,1.0,1,16,1
202,9780316327930,I Am Malala: How One Girl Stood Up for Education and Changed the World (Young Readers Edition),0,Malala Yousafzai,4.33,non-fiction,Hachette,Hardcover,240,August,2014,1.0,1,94,0
203,9780525428534,I am Sacagawea,1,Brad Meltzer,4.36,biography,Dial Books,Hardcover,40,June,2017,1.0,0,14,0
204,9781250129321,I Hate Everyone But You,1,Gaby Dunn,3.52,young-adult,Wednesday Books,Hardcover,344,September,2017,1.0,0,23,0
205,9780345543882,I Know A Secret,1,Tess Gerritsen,4.2,mystery,Penguin Random House,Hardcover,319,August,2017,1.0,1,15,0
206,9780316266574,I'm Just No Good at Rhyming: And Other Nonsense for Mischievous Kids and Immature Grown-Ups,0,Chris   Harris,4.36,poetry,Hachette,Hardcover,192,September,2017,1.0,1,91,0
207,9781420124910,If She Only Knew,1,Lisa Jackson,3.89,mystery,Zebra ,ebook,448,July,2007,1.0,0,16,0
208,9780062468864,Immortally Yours,1,Lynsay Sands,4.17,fantasy,Harper Collins,ebook,400,September,2017,1.0,1,16,0
209,9781501112317,"In a Dark, Dark Wood",0,Ruth Ware,3.68,mystery,Scout Press ,Hardcover,311,August,2015,1.0,0,20,0
210,9780141001821,In the Heart of the Sea: The Tragedy of the Whaleship Essex,0,Nathaniel Philbrick,4.16,non-fiction,Penguin Random House,Paperback,302,May,2001,1.0,1,59,0
211,9781501178139,In the Midst of Winter,0,Isabel Allende,3.67,fiction,Simon & Schuster,Hardcover,352,October,2017,1.0,1,22,0
212,9781451687620,In This Moment,1,Karen Kingsbury,4.24,christian-fiction,Howard Books,Hardcover,379,November,2017,1.0,0,14,0
213,9780735217119,Indecent Exposure,1,Stuart Woods,3.81,mystery,Penguin Random House,Hardcover,339,June,2017,1.0,1,17,0
214,9780399592461,Insane Clown President: Dispatches from the 2016 Circus,0,Matt Taibbi,4.08,politics,Spiegel & Grau,Hardcover,352,January,2017,1.0,0,55,0
215,9780061962783,Inside Out & Back Again,0,Thanhha Lai,4.12,historical,Harper Collins,Hardcover,262,February,2011,1.0,1,23,0
216,9781476759692,Invisible Influence: The Hidden Forces that Shape Behavior,0,Jonah Berger,3.63,psychology,Simon & Schuster,Hardcover,272,June,2016,1.0,1,58,0
217,9780425280126,Island of Glass,1,Nora Roberts,4.24,romance,Penguin Random House,Paperback,315,December,2016,1.0,1,15,1
218,9780062476050,It Devours!,1,Joseph Fink,4.08,fantasy,Harper Collins,Hardcover,353,October,2017,1.0,1,11,0
219,9781328771476,It Takes Two: Our Story,0,Jonathan     Scott,3.88,biography,Houghton Mifflin Harcourt ,Hardcover,304,September,2017,1.0,0,23,0
220,9781419723032,At the Bottom of the World,1,Bill  Nye,3.99,childrens,Amulet Books,Hardcover,256,April,2017,1.0,0,26,0
221,9781501158940,Jackie's Girl: My Life with the Kennedy Family,0,Kathy McKeon,4.02,non-fiction,Simon & Schuster,Hardcover,320,May,2017,1.0,1,46,0
222,9780803741492,"Jane, Unlimited",0,Kristin Cashore,3.37,fantasy,Kathy Dawson Books,Hardcover,464,September,2017,1.0,0,15,0
223,9781603803960,"Jeff Gordon: His Dream, DriveDestiny",0,Joe Garner,4.3,non-fiction,Jeff Gordon Inc.,Hardcover,192,November,2016,1.0,0,36,0
224,9781579656478,John Derian Picture Book,0,John Derian,4.49,art,Artisan,Hardcover,368,October,2016,1.0,0,24,0
225,9781419728174,JoJo's Guide to the Sweet Life: #PeaceOutHaterz,0,JoJo Siwa,4.4,non-fiction,Harry N. Abrams,Hardcover,240,October,2017,1.0,0,47,0
226,9780062220356,Jump: Take the Leap of Faith to Achieve Your Life of Abundance,0,Steve  Harvey,4.16,non-fiction,Amistad,Hardcover,224,December,2016,1.0,0,62,0
227,9780062410191,Just One Touch,1,Maya Banks,3.61,romance,Harper Collins,ebook,352,May,2017,1.0,1,14,0
228,9781419709470,Kindred: A Graphic Novel Adaptation,0,Damian Duffy,4.17,sequential-art,Harry N. Abrams,Hardcover,240,January,2017,1.0,0,35,0
229,9780062319227,Kiss Carlo,0,Adriana Trigiani,3.63,fiction,Harper Collins,Hardcover,544,June,2017,1.0,1,10,0
230,9781101874936,Lab Girl,0,Hope Jahren,4.02,non-fiction,Penguin Random House,Hardcover,290,April,2016,1.0,1,8,0
231,9781481478618,Lady Midnight,1,Cassandra Clare,4.44,fantasy,Margaret K. McElderry Books,Hardcover,668,March,2016,1.0,0,13,0
232,9780316431460,Laugh Out Loud,0,James Patterson,4.09,fiction,jimmy patterson,Hardcover,304,August,2017,1.0,0,14,1
233,9780142412145,Let It Snow: Three Holiday Romances,0,John Green,3.8,young-adult,Speak,Paperback,352,October,2008,1.0,0,35,0
234,9781455567102,Let Me Tell You about Jasper...: How My Best Friend Became America's Dog,0,Dana Perino,4.14,non-fiction,Twelve,Hardcover,260,October,2016,1.0,0,72,0
235,9780062377210,Letterman: The Last Giant of Late Night,0,Jason Zinoman,3.71,biography,Harper Collins,Hardcover,368,April,2017,1.0,1,39,0
236,9781101946596,Life 3.0: Being Human in the Age of Artificial Intelligence,0,Max Tegmark,4.06,science,Penguin Random House,Hardcover,364,August,2017,1.0,1,59,0
237,9781946136039,Light After Dark,1,Marie Force,4.5,romance,"HTJB, Inc.",ebook,320,December,2016,1.0,0,16,0
238,9780399584695,Lion,0,Saroo Brierley,4.12,non-fiction,Penguin Random House,Paperback,288,November,2016,1.0,1,4,0
239,9780062453181,Little Ree,0,Ree Drummond,3.66,childrens,Harper Collins,Hardcover,40,March,2017,1.0,1,10,0
240,9781250125620,"Living Out Loud: Sports, Cancer, and the Things Worth Fighting for",0,Craig Sager,4.3,sports-and-games,Macmillan,Hardcover,256,November,2016,1.0,1,66,0
241,9780142402511,Looking for Alaska,0,John Green,4.05,young-adult,Speak ,Paperback,221,December,2006,1.0,0,18,0
242,9780143108993,Lost Ocean: An Inky Adventure and Coloring Book for Adults,0,Johanna Basford,4.49,colouring-books,Penguin Random House,Paperback,80,October,2015,1.0,1,58,0
243,9781631409394,Love Is Love: A Comic Book Anthology to Benefit the Survivors of the Orlando Pulse Shooting,0,Marc Andreyko,4.11,sequential-art,IDW Publishing,Paperback,144,December,2016,1.0,0,91,0
244,9781250075727,Love Warrior,0,Glennon Doyle Melton,4.08,autobiography,Macmillan,Hardcover,267,September,2016,1.0,1,12,0
245,9781101984567,"Lucky Bastard: My Life, My Dad, and the Things I'm Not Allowed to Say on TV",0,Joe Buck,3.98,sports-and-games,Dutton,Hardcover,320,November,2016,1.0,0,75,0
246,9780316319577,Malala's Magic Pencil,0,Malala Yousafzai,4.54,childrens,Hachette,Hardcover,48,October,2017,1.0,1,21,0
247,9781501110801,Man Overboard,1,J.A. Jance,4.0,mystery,Simon & Schuster,Hardcover,337,March,2017,1.0,1,13,0
248,9780399576683,Mangrove Lightning,1,Randy Wayne White,3.71,fiction,Penguin Random House,Hardcover,352,March,2017,1.0,1,18,0
249,9780062425485,Map of the Heart,0,Susan Wiggs,4.13,romance,Harper Collins,Hardcover,351,August,2017,1.0,1,16,0
250,9781603093002,March: Book One,1,John             Lewis,4.34,sequential-art,Top Shelf Productions,Paperback,128,August,2013,1.0,0,15,0
251,9781101980019,Martin Luther: The Man Who Rediscovered God and Changed the World,0,Eric Metaxas,4.32,biography,Penguin Random House,Hardcover,480,October,2017,1.0,1,65,0
252,9781943893201,Melt,1,Helen Hardt,4.4,romance,Waterhouse Press,Paperback,288,December,2016,1.0,0,4,0
253,9780451494627,Men Without Women,0,Haruki Murakami,3.77,short-stories,Penguin Random House,Hardcover,240,May,2017,1.0,1,17,0
254,9780316210683,"Merry Christmas, Alex Cross",1,James Patterson,3.88,mystery,Hachette,Hardcover,323,November,2012,1.0,1,27,1
255,9781581574029,"Midcentury Christmas: Holiday Fads, Fancies, and Fun from 1945 to 1970",0,Sarah  Archer,3.87,holiday,Countryman Press,Hardcover,240,October,2016,1.0,0,70,0
256,9781595148438,Midnight Jewel,1,Richelle Mead,3.92,fantasy,Razorbill,Hardcover,416,June,2017,1.0,0,14,0
257,9781452152165,"Mighty, Mighty Construction Site",1,Sherri Duskey Rinker,4.12,childrens,Chronicle Books,Hardcover,40,February,2017,1.0,0,32,0
258,9781466887237,Mind Game,1,Iris Johansen,4.05,mystery,Macmillan,ebook,352,October,2017,1.0,1,9,0
259,9781476749051,The Misadventures of Awkward Black Girl,0,Issa Rae,3.75,non-fiction,37 Ink ,Hardcover,224,February,2015,1.0,0,39,0
260,9780062311153,Mississippi Blood,1,Greg Iles,4.44,fiction,Harper Collins,Hardcover,694,March,2017,1.0,1,17,0
261,9781506702162,The World of Edena,1,Mœbius,4.18,sequential-art,Dark Horse Books ,Hardcover,350,November,2016,1.0,0,18,0
262,9781626924390,Monster Musume Vol. 10,1,OKAYADO,4.18,sequential-art,Seven Seas,Paperback,192,December,2016,1.0,0,22,0
263,9781250100726,Moon Chosen,1,P.C. Cast,3.94,fantasy,St. Martin's Griffin,Hardcover,608,October,2016,1.0,0,11,0
264,9781484730881,Mother Bruce,1,Ryan T.  Higgins,4.42,childrens,Hachette,Hardcover,44,November,2015,1.0,1,12,0
265,9781101907061,Crazy Jewish Mom,0,Kate Friedman-Siegel,3.77,non-fiction,Penguin Random House,ebook,208,April,2016,1.0,1,16,0
266,9780375870897,Escape from Mr. Lemoncello's Library,1,Chris Grabenstein,4.13,mystery,Penguin Random House,Hardcover,304,June,2013,1.0,1,36,0
267,9781501144028,Mrs. Fletcher,0,Tom Perrotta,3.35,fiction,Simon & Schuster,Hardcover,309,August,2017,1.0,1,13,0
268,9780062663078,"Multipliers, Revised and Updated: How the Best Leaders Make Everyone Smarter",0,Liz Wiseman,4.0,leadership,Harper Collins,Hardcover,384,May,2017,1.0,1,76,0
269,9780316273961,Murder Games,1,James Patterson,4.0,mystery,Hachette,Hardcover,340,June,2017,1.0,1,12,1
270,9780735211179,My Absolute Darling,0,Gabriel Tallent,3.64,fiction,Riverhead Books ,Hardcover,417,August,2017,1.0,0,19,0
271,9781501115073,My Grandmother Asked Me to Tell You She's Sorry,0,Fredrik Backman,4.05,fiction,Washington Square Press ,Paperback,370,April,2016,1.0,0,47,0
272,9780062391797,My Lady Jane,1,Cynthia Hand,4.1,historical,Harper Collins,ebook,512,June,2016,1.0,1,12,0
273,9780812998269,My Not So Perfect Life,0,Sophie Kinsella,3.79,womens-fiction,The Dial Press,Hardcover,439,February,2017,1.0,0,22,0
274,9781419719028,Nathan Hale's Hazardous Tales: Alamo All-Stars,1,Nathan Hale,4.24,sequential-art,Harry N. Abrams,Hardcover,128,March,2016,1.0,0,46,0
275,9781484780428,Natural Disaster: I Cover Them. I am One.,0,Ginger Zee,4.01,autobiography,Kingswell,Hardcover,288,December,2017,1.0,0,41,0
276,9781942847045,Naughty Boss,1,Whitney G.,3.69,romance,WGW Books,ebook,104,December,2016,1.0,0,12,0
277,9780399544934,Nemesis,1,Brendan Reichs,3.69,young-adult,Penguin Random House,Hardcover,443,March,2017,1.0,1,7,0
278,9780142422830,Nerve,0,Jeanne Ryan,3.39,young-adult,Speak ,Paperback,320,July,2016,1.0,0,5,0
279,9780316433174,Never Never,1,James Patterson,3.62,mystery,Hachette,Hardcover,363,January,2017,1.0,1,11,1
280,9780062409706,Nevertheless,0,Alec Baldwin,3.43,non-fiction,Harper Collins,Hardcover,288,April,2017,1.0,1,12,0
281,9780804178808,Night School,1,Lee Child,3.96,thriller,Penguin Random House,Hardcover,369,November,2016,1.0,1,12,0
282,9780399184017,Nighthawk,1,Clive Cussler,4.24,adventure,Penguin Random House,Hardcover,454,May,2017,1.0,1,9,0
283,9781466887220,No Easy Target: A Novel,0,Iris Johansen,3.84,mystery,Macmillan,ebook,352,April,2017,1.0,1,23,0
284,9781455586516,No Man's Land,1,David Baldacci,4.18,fiction,Hachette,Hardcover,420,November,2016,1.0,1,13,0
285,9780520285958,Nonstop Metropolis: A New York City Atlas,1,Rebecca Solnit,4.19,non-fiction,University of California Press,Paperback,232,October,2016,1.0,0,41,0
286,9781501158018,Note to Self,0,Connor Franta,4.12,poetry,Atria/Keywords Press,Hardcover,320,April,2017,1.0,0,12,0
287,9780553522358,Now I Rise,1,Kiersten White,4.21,historical,Penguin Random House,Hardcover,471,June,2017,1.0,1,10,0
288,9780143115267,"Nudge: Improving Decisions About Health, Wealth, and Happiness",0,Richard H. Thaler,3.83,non-fiction,Penguin Random House,Paperback,314,February,2009,1.0,1,62,0
289,9780718031848,Of Mess and Moxie: Wrangling Delight Out of This Wild and Glorious Life,0,Jen Hatmaker,4.04,non-fiction,Harper Collins,Hardcover,266,August,2017,1.0,1,71,0
290,9781250135797,Old School: Life in the Sane Lane,0,Bill O'Reilly,3.91,non-fiction,Henry Holt & Company,Hardcover,192,March,2017,1.0,0,33,0
291,9781481457958,Olivia the Spy,1,Ian Falconer,3.94,childrens,Atheneum/Caitlyn Dlouhy Books ,Hardcover,40,April,2017,1.0,0,14,0
293,9780425290330,Once and for All,0,Sarah Dessen,3.77,young-adult,Penguin Random House,Hardcover,358,June,2017,1.0,1,16,0
294,9780316259170,The One Hundred Nights of Hero,1,Isabel Greenberg,4.47,sequential-art,Hachette,Hardcover,224,December,2016,1.0,1,30,0
295,9781250164056,"One Nation After Trump: A Guide for the Perplexed, the Disillusioned, the Desperate, and the Not-Yet Deported",0,E.J. Dionne Jr.,3.84,politics,Macmillan,Hardcover,352,September,2017,1.0,1,109,0
296,9781421586571,"One-Punch Man, Vol. 9",1,ONE,4.51,sequential-art,VIZ Media LLC ,Paperback,216,November,2016,1.0,0,21,0
297,9781524732684,"Option B: Facing Adversity, Building Resilience, and Finding Joy",0,Sheryl Sandberg,3.87,non-fiction,Penguin Random House,Hardcover,226,April,2017,1.0,1,64,0
298,9780525429562,Originals: How Non-Conformists Move the World,0,Adam M. Grant,3.97,non-fiction,Penguin Random House,Hardcover,326,February,2016,1.0,1,45,0
299,9781452125343,Other-Wordly: Words Both Strange and Lovely from Around the World,0,Yee-Lum Mak,4.36,non-fiction,Chronicle Books,Hardcover,53,October,2016,1.0,0,65,0
300,9781101939321,Otherworld,1,Jason Segel,3.66,young-adult,Penguin Random House,Hardcover,355,October,2017,1.0,1,10,0
301,9780062380883,Our Dark Duet,1,Victoria Schwab,4.22,fantasy,Greenwillow Books,Hardcover,512,June,2017,1.0,0,13,0
302,9781250132925,Our Revolution: A Future to Believe In,0,Bernie Sanders,4.24,politics,Thomas Dunne Books,Hardcover,449,November,2016,1.0,0,38,0
303,9781416971702,Out of My Mind,0,Sharon M. Draper,4.38,realistic-fiction,Atheneum Books for Young Readers,Hardcover,295,March,2010,1.0,0,14,0
304,9780763680947,Out of Wonder: Poems Celebrating Poets,0,Kwame Alexander,4.34,poetry,Candlewick Press,Hardcover,56,March,2017,1.0,0,38,0
305,9781250051042,Paradise Valley,1,C.J. Box,4.17,mystery,Macmillan,Hardcover,340,July,2017,1.0,1,15,0
306,9780062377012,Pax,0,Sara Pennypacker,4.04,childrens,Harper Collins,Hardcover,224,February,2016,1.0,1,3,0
307,9781101947470,Peacock & Vine: On William Morris and Mariano Fortuny,0,A.S. Byatt,3.59,non-fiction,Penguin Random House,Hardcover,208,August,2016,1.0,1,53,0
308,9780316332828,Persepolis Rising,1,James S.A. Corey,4.35,science-fiction,Hachette,ebook,608,December,2017,1.0,1,17,0
309,9780805099683,Petty: The Biography,0,Warren Zanes,4.26,music,Henry Holt and Co. ,Hardcover,323,November,2015,1.0,0,20,0
310,9780786965601,Player's Handbook,1,James Wyatt,4.57,fantasy,Wizards of the Coast,Hardcover,320,August,2014,1.0,0,17,0
311,9780306824739,Playing Hurt: My Journey from Despair to Hope,0,John   Saunders,4.44,non-fiction,Da Capo Press,Hardcover,328,August,2017,1.0,0,45,0
312,9780399563140,Playing with Fire: The 1968 Election and the Transformation of American Politics,0,Lawrence O'Donnell,4.39,history,Penguin Random House,Hardcover,464,November,2017,1.0,1,80,0
313,9780804189767,Portraits of Courage: A Commander in Chief's Tribute to America's Warriors,0,George W. Bush,4.34,non-fiction,Penguin Random House,Hardcover,192,February,2017,1.0,1,74,0
314,9780316349635,Pottymouth and Stoopid,0,James Patterson,4.03,childrens,jimmy patterson,Hardcover,336,June,2017,1.0,0,22,1
315,9780399583919,Power Game,1,Christine Feehan,4.43,fantasy,Penguin Random House,Hardcover,400,January,2017,1.0,1,10,0
316,9780310342991,"Present Over Perfect: Leaving Behind Frantic for a Simpler, More Soulful Way of Living",0,Shauna Niequist,3.85,non-fiction,Zondervan,Hardcover,240,August,2016,1.0,0,86,0
317,9781400067909,Prince Charles: The Passions and Paradoxes of an Improbable Life,0,Sally Bedell Smith,3.76,biography,Penguin Random House,Hardcover,596,April,2017,1.0,1,64,0
318,9780316438834,Private: Gold,1,James Patterson,3.75,mystery,Bookshots,ebook,144,May,2017,1.0,0,13,1
319,9780345531063,Property of a Noblewoman,0,Danielle Steel,3.91,romance,Penguin Random House,Hardcover,336,March,2016,1.0,1,24,1
320,9780399177057,Prussian Blue,1,Philip Kerr,4.27,historical,Marian Wood Books/Putnam,Hardcover,528,April,2017,1.0,0,13,0
321,9780544845763,QB: My Life Behind the Spiral,0,Steve Young,4.25,biography,Houghton Mifflin Harcourt,Hardcover,389,October,2016,1.0,0,29,0
322,9780735217140,Quick & Dirty,1,Stuart Woods,3.86,mystery,Penguin Random House,Hardcover,323,October,2017,1.0,1,13,0
323,9780872866836,"Rad American Women A-Z: Rebels, Trailblazers, and Visionaries who Shaped Our History . . . and Our Future!",0,Kate Schatz,4.45,non-fiction,City Lights Publishers,Hardcover,64,April,2015,1.0,0,106,0
324,9780316213882,Radiant Child: The Story of Young Artist Jean-Michel Basquiat,0,Javaka Steptoe,4.16,childrens,Hachette,Hardcover,40,October,2016,1.0,1,61,0
325,9780316342575,Rather Be the Devil,1,Ian Rankin,4.09,mystery,Hachette,Hardcover,311,January,2017,1.0,1,19,0
326,9780761181798,Really Important Stuff My Dog Has Taught Me,0,Cynthia L. Copeland,4.27,non-fiction,Workman Publishing Company ,Paperback,176,September,2014,1.0,0,43,0
327,9781250141927,Recovery: Freedom from Our Addictions,0,Russell Brand,4.02,non-fiction,Henry Holt & Company ,Hardcover,288,October,2017,1.0,0,37,0
328,9781597113380,Rescue Me! Dog Adoption Portraits and Stories from New York City,0,Richard Phibbs,4.57,non-fiction,Aperture ,Hardcover,112,October,2016,1.0,0,64,0
329,9781478971689,"Return of the King: LeBron James, The Cleveland Cavaliers and the Greatest Comeback in NBA History",0,Brian Windhorst,4.0,sports-and-games,Hachette,Hardcover,288,April,2017,1.0,1,98,0
330,9780451496294,Book of Mythicality,0,Rhett McLaughlin,4.35,non-fiction,Penguin Random House,Hardcover,271,October,2017,1.0,1,19,0
331,9780525954583,Right Behind You,1,Lisa Gardner,4.13,mystery,Dutton,Hardcover,389,January,2017,1.0,0,16,0
